인간심리의 이해,2020년 ,2학기,간호학과,861008801,전공필수,유하정,학부(1학년),80&20&0&0&0&0,25&25&10&0&20&20
조형예술론,2020년 ,2학기,조형예술학과,870102501,전공선택,한의정,학부(1학년),95&0&0&0&0&5,30&30&10&10&20&0
디자인개론Ⅱ,2020년 ,2학기,디자인학과,870200501,전공필수,김재홍,학부(1학년),20&10&50&0&20&0,-&20&30&0&50&0
평면디자인Ⅱ,2020년 ,2학기,디자인학과,870200701,전공선택,임아재,학부(1학년),20&20&50&0&10&0,0&0&10&0&70&20
입체디자인Ⅱ,2020년 ,2학기,디자인학과,870200801,전공선택,심복섭,학부(1학년),10&0&80&0&0&10,0&0&10&0&80&10
드로잉 II,2020년 ,2학기,서양화전공,870501201,전공선택,김정희,학부(1학년),25&25&15&10&25&0,30&20&30&0&20&0
기초조소 II,2020년 ,2학기,조소전공,870600301,전공선택,이기수,학부(1학년),30&20&50&0&0&0,0&0&10&0&20&70
기초조형 II,2020년 ,2학기,조소전공,870600401,전공선택,서덕현,학부(1학년),20&0&60&10&0&10,0&0&30&0&60&10
조형예술과 포트폴리오,2020년 ,2학기,조소전공,870602001,전공선택,이선구,학부(1학년),30&30&30&10&0&0,0&0&30&0&10&60
국어문법론연구,2020년 ,2학기,국어교육전공,910800601,전공,김경열,통합(1학년),90&10&0&0&0&0,35&35&20&0&0&10
한국현대희곡연구,2020년 ,2학기,국어교육전공,910804201,전공,이미순,통합(1학년),100&0&0&0&0&0,0&70&10&0&20&0
논문지도 I,2020년 ,2학기,국어교육전공,910804301,연구과제,박재승,통합(1학년),0&50&0&0&40&10,0&0&20&0&30&50
논문지도 I,2020년 ,2학기,국어교육전공,910804302,연구과제,김진식,통합(1학년),50&50&0&0&0&0,0&0&10&0&30&60
논문지도 I,2020년 ,2학기,국어교육전공,910804303,연구과제,이미순,통합(1학년),0&0&0&0&0&0,0&0&0&0&0&0
논문지도 I,2020년 ,2학기,국어교육전공,910804304,연구과제,정충권,통합(1학년),0&100&0&0&0&0,0&0&0&0&0&100
논문지도 I,2020년 ,2학기,국어교육전공,910804305,연구과제,하윤섭,통합(1학년),10&40&0&0&60&0,0&0&0&0&90&10
논문지도 I,2020년 ,2학기,국어교육전공,910804306,연구과제,김경열,통합(1학년),50&50&0&0&0&0,0&0&0&0&0&0
논문지도 II,2020년 ,2학기,국어교육전공,910804401,연구과제,박재승,통합(1학년),0&50&0&0&40&10,0&0&20&0&30&50
논문지도 II,2020년 ,2학기,국어교육전공,910804402,연구과제,김진식,통합(1학년),50&50&0&0&0&0,0&0&10&0&30&60
구비문학연구,2020년 ,2학기,국어교육전공,910820301,전공,장예준,통합(1학년),30&30&0&0&40&0,30&30&20&0&20&0
의사소통교육론연구,2020년 ,2학기,국어교육전공,910820701,전공,박재승,통합(1학년),90&0&0&0&0&10,0&90&0&0&10&0
